Timestamp,What is your current graduation year?,How would you describe your race and ethnicity? Check all that apply.,What is your intended concentration area(s)?,How would you describe your gender identity? Check all that apply.,Do you identify as LGBTQ+?,"Overall, how would you describe your political views relative to those of your parents? ",Have you ever been evaluated by Brown EMS (Emergency Medical Services)? Select all that apply.,How old was your mother when she had you? Enter -1 if unsure.,Were you allowed to watch SpongeBob SquarePants as a kid?,How did you meet your most recent significant other? Pick the option that best applies.,What percentage of Brown students do you think come from a family in the top 1% of household incomes?,"What is the minimum salary you would require to work in a role that directly conflicts with your morals? 

Enter -1 if you would not do this for any amount of money.",Which of the following substances have you used recreationally in the past six months?,Do you change with your blinds open?,Column 1,Column 2
3/7/2025 11:25:46,2026,White,Physical Sciences,Man,No,My views are somewhat more liberal,No,24,Yes,Mutual friends/met as friends,25,1000000,Alcohol,"Yes, but I don't think people can see me",,
3/7/2025 11:29:22,2028,White,Physical Sciences,Man,No,My views are similar to those of my parents,No,42,Yes,I have not had a significant other,19,1000000,None of the above,"Yes, but I don't think people can see me",,
3/7/2025 11:43:21,2028,Asian,Life Sciences,Man,No,My views are somewhat more liberal,No,32,Yes,Party/social event,69,1000000,None of the above,"Yes, but I don't think people can see me",,
3/7/2025 12:58:48,2028,Black,Social Sciences,Woman,Yes,My views are much more liberal,No,29,Yes,I have not had a significant other,40,1000000,Alcohol,Prefer not to answer,,
3/7/2025 13:02:53,2027,White,Life Sciences,Man,No,My views are similar to those of my parents,No,42,Yes,Party/social event,25,1000000,Alcohol,"Yes, but I don't think people can see me",,
3/7/2025 13:36:51,2027,"Asian, White",Life Sciences,Man,No,My views are somewhat more conservative,No,36,No,Class,60,1000000,"Alcohol, Marijuana",No,,
3/7/2025 13:45:40,2027,Asian,"Humanities/ Arts, Social Sciences",Man,No,My views are somewhat more liberal,No,33,Yes,Mutual friends/met as friends,20,1000000,Alcohol,No,,
3/7/2025 14:14:45,2025,Asian,Life Sciences,Man,No,My views are somewhat more liberal,No,36,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",40,1000000,"Alcohol, Marijuana, MDMA (Ecstasy/Molly)",No,,
3/4/2025 11:33:33,2027,White,"Humanities/ Arts, Social Sciences",Man,Yes,My views are similar to those of my parents,No,40,Yes,I have not had a significant other,8,1500000,"Alcohol, Ketamine, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 14:14:07,2025,Asian,"Physical Sciences, Social Sciences",Woman,Yes,My views are somewhat more liberal,No,35,Unsure,I have not had a significant other,40,1500000,"Alcohol, Nicotine","Yes, and I do think people can see me",,
3/6/2025 15:21:14,2026,Asian,Humanities/ Arts,Man,No,My views are similar to those of my parents,No,32,No,Class,20,1500000,"Alcohol, Marijuana",No,,
3/6/2025 15:53:06,2026,White,Physical Sciences,Woman,Yes,My views are somewhat more liberal,No,32,No,Dating app,5,1500000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 11:48:59,2026,White,"Physical Sciences, Social Sciences",Woman,No,My views are somewhat more liberal,No,20,Unsure,Class,20,2000000,Alcohol,No,,
3/4/2025 13:25:56,2025,White,Physical Sciences,Man,No,My views are somewhat more liberal,No,39,No,Party/social event,42,2000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/4/2025 15:16:36,2027,Asian,Life Sciences,Woman,Yes,My views are much more liberal,No,36,Yes,I have not had a significant other,33,2000000,None of the above,No,,
3/6/2025 11:33:34,2028,White,Physical Sciences,Man,No,My views are much more liberal,No,35,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",5,2000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 12:01:09,2028,White,Social Sciences,Man,Yes,My views are similar to those of my parents,No,38,Yes,Class,22,2000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 12:50:14,2026,White,Social Sciences,Woman,No,My views are similar to those of my parents,No,32,No,Party/social event,60,2000000,Alcohol,No,,
3/6/2025 14:37:16,2027,Asian,Life Sciences,Woman,No,My views are somewhat more liberal,No,36,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",25,2000000,Alcohol,No,,
3/7/2025 12:25:58,2027,White,Physical Sciences,Man,No,Unsure,No,41,No,Dating app,30,2000000,"Alcohol, LSD/Acid, Psilocybin (Psychedelic mushrooms)","Yes, but I don't think people can see me",,
3/7/2025 12:54:56,2027,"Hispanic or Latino, White",Social Sciences,Man,Yes,My views are similar to those of my parents,No,32,Yes,"Extracurricular activities (athletics, clubs, other campus organizations)",10,2000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 10:37:39,2028,White,Physical Sciences,Man,No,My views are similar to those of my parents,No,-1,Yes,Mutual friends/met as friends,20,2500000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/7/2025 11:59:48,2025,White,Social Sciences,Woman,Unsure,My views are somewhat more liberal,"Yes, for a different reason",34,No,Prefer not to answer,30,3000000,None of the above,"Yes, but I don't think people can see me",,
3/7/2025 13:32:51,2028,White,"Life Sciences, Physical Sciences",Man,Yes,My views are similar to those of my parents,No,28,No,I have not had a significant other,20,4000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 11:55:41,2026,Asian,"Life Sciences, Physical Sciences",Woman,No,My views are much more liberal,No,30,Yes,Class,70,5000000,"Alcohol, Marijuana, Unprescribed use of prescription stimulants (Adderall)","Yes, but I don't think people can see me",,
3/6/2025 13:41:42,2028,Asian,Physical Sciences,Man,No,My views are somewhat more liberal,No,-1,Yes,High school,5,5000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 14:10:49,2025,Middle Eastern or North African,"Life Sciences, Social Sciences",Man,No,My views are similar to those of my parents,"Yes, for an incident involving drugs and/or alcohol",30,No,Mutual friends/met as friends,35,5000000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/6/2025 15:23:32,2028,White,Life Sciences,Man,No,My views are similar to those of my parents,"Yes, for an incident involving drugs and/or alcohol",31,No,Met in public,13,5000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/6/2025 15:28:52,2025,White,"Humanities/ Arts, Social Sciences",Man,Yes,My views are much more liberal,No,35,Yes,Dating app,60,5000000,"Alcohol, Inhalants (Poppers/Whip-its), Nicotine","Yes, but I don't think people can see me",,
3/7/2025 10:58:42,2028,Asian,Humanities/ Arts,Man,Unsure,My views are somewhat more liberal,No,29,Unsure,Class,20,5000000,Prefer not to answer,No,,
3/7/2025 13:52:31,2025.5,"Black, Middle Eastern or North African, Native American or Alaska Native, White",Social Sciences,Man,No,My views are similar to those of my parents,"Yes, for an incident involving drugs and/or alcohol, Yes, for a different reason",20,No,Class,60,5000000,"Alcohol, Marijuana, Nicotine, Psilocybin (Psychedelic mushrooms)",No,,
3/6/2025 15:58:07,2028,"Native American or Alaska Native, White",Social Sciences,Man,No,Unsure,"Yes, for a different reason",38,Yes,I randomly approached her on the sidewallk,90,6942000,Alcohol,No,,
3/6/2025 11:31:53,2028,White,Prefer not to answer,Woman,No,My views are similar to those of my parents,No,29,No,Party/social event,8,7000000,None of the above,No,,
3/4/2025 12:12:57,2028,White,"Life Sciences, Physical Sciences",Man,No,My views are similar to those of my parents,No,35,Yes,Mutual friends/met as friends,12,10000000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/4/2025 15:54:22,2028,Asian,"Life Sciences, Physical Sciences",Woman,Yes,My views are much more liberal,No,36,Yes,I have not had a significant other,20,10000000,Alcohol,No,,
3/6/2025 10:12:11,2028,White,Social Sciences,Man,No,My views are similar to those of my parents,No,36,Yes,Prefer not to answer,80,10000000,Alcohol,No,,
3/6/2025 15:34:57,2025,Asian,Humanities/ Arts,Woman,No,My views are similar to those of my parents,"Yes, for a different reason",36,Yes,Dating app,70,10000000,"Alcohol, Nicotine","Yes, but I don't think people can see me",,
3/7/2025 12:58:15,2028,White,"Life Sciences, Physical Sciences",Man,No,My views are somewhat more liberal,No,33,Yes,Mutual friends/met as friends,35,10000000,"Alcohol, Marijuana, Poop",No,,
3/7/2025 14:16:23,2027,Asian,Life Sciences,Man,Unsure,My views are much more liberal,"Yes, for an incident involving drugs and/or alcohol",26,Yes,I have not had a significant other,50,10000000,"Alcohol, Marijuana, Nicotine, Psilocybin (Psychedelic mushrooms), Unprescribed use of prescription stimulants (Adderall)",No,,
3/4/2025 11:35:42,2027,"Black, White","Life Sciences, Social Sciences",Man,No,Prefer not to answer,No,29,No,High school,65,100000000,"Alcohol, Marijuana, Nicotine",No,,
3/6/2025 13:11:24,2027,White,"Humanities/ Arts, Life Sciences",Woman,No,My views are much more liberal,No,33,Yes,Party/social event,40,100000000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 15:22:53,2028,Black,Humanities/ Arts,Man,No,My views are somewhat more liberal,No,32,Yes,High school,50,100000000,None of the above,"Yes, but I don't think people can see me",,
3/7/2025 14:14:36,2028,Asian,Physical Sciences,Woman,Yes,My views are somewhat more liberal,No,24,Yes,High school,30,100000000,None of the above,"Yes, but I don't think people can see me",,
3/6/2025 14:25:39,2027,Asian,"Humanities/ Arts, Life Sciences",Man,No,My views are somewhat more liberal,No,29,No,I have not had a significant other,45,500000000,Alcohol,"Yes, and I do think people can see me",,
3/6/2025 15:52:39,2028,Asian,"Humanities/ Arts, Life Sciences",Woman,Yes,My views are much more liberal,"Yes, for an incident involving drugs and/or alcohol",33,Yes,I have not had a significant other,30,500000000,Alcohol,No,,
3/7/2025 14:57:14,2026,White,"Humanities/ Arts, Social Sciences",Woman,No,My views are similar to those of my parents,No,35,Yes,High school,10,500000000,"Alcohol, Marijuana, Nicotine","Yes, but I don't think people can see me",,
3/4/2025 12:51:18,2027,Asian,"Life Sciences, Physical Sciences",Man,No,My views are somewhat more liberal,No,-1,Yes,I have not had a significant other,15,1000000000,Alcohol,No,,
3/4/2025 13:50:01,2027,Asian,"Humanities/ Arts, Life Sciences",Woman,No,My views are somewhat more liberal,No,-1,Yes,High school,40,1000000000,None of the above,"Yes, but I don't think people can see me",,
3/6/2025 15:18:48,2025,"Black, White",Social Sciences,Woman,No,My views are much more liberal,No,40,Yes,Mutual friends/met as friends,40,1000000000,Alcohol,"Yes, but I don't think people can see me",,
3/6/2025 15:35:24,2027,Asian,Social Sciences,Woman,Yes,My views are much more liberal,No,26,Unsure,Prefer not to answer,20,1000000000,Alcohol,No,,
3/7/2025 11:43:08,2028,Asian,Physical Sciences,Man,No,My views are similar to those of my parents,No,30,Yes,Mutual friends/met as friends,15,1000000000,"Alcohol, Marijuana","Yes, but I don't think people can see me",,
3/7/2025 11:57:11,2028,White,"Humanities/ Arts, Social Sciences",Man,No,My views are similar to those of my parents,No,39,No,High school,35,1000000000,Alcohol,No,,
3/6/2025 12:57:00,2025,White,Physical Sciences,Man,Prefer not to answer,My views are somewhat more liberal,No,36,Unsure,Class,55,2000000000,Alcohol,"Yes, and I do think people can see me",,
3/4/2025 11:58:16,2027,White,Physical Sciences,Woman,No,My views are similar to those of my parents,No,31,Yes,Social media,7,5000000000,Alcohol,"Yes, but I don't think people can see me",,
3/4/2025 12:41:24,2028,Asian,Physical Sciences,Woman,No,My views are somewhat more liberal,No,36,Yes,Party/social event,20,9999999999,"Alcohol, Marijuana, Nicotine",No,,
